config_name,sram_count,total_bits,sram_names
.,42,0,MemExeUnit_1;ram_8x72;ram_4x65;ram_2x60;ram_2x71;TLInterconnectCoupler_mbus_to_memory_controller_port_named_axi4;ram_8x80;ram_15x114;ram_4x509;RenameMapTable;ram_8x9;dataArrayB0_512x256;tag_array_64x80;ram_2x110;MemExeUnit;L1MetadataArray;ram_2x6;MemoryBus;ram_4x8;ram_2x102;ram_2x78;ram_2x126;RenameMapTable_1;ram_10x72;ram_2x116;BoomDuplicatedDataArray;ram_2x117;array_512x64;ram_2x79;ram_2x282;ram_2x81;ram_2x118;tag_array_64x88;rob_compact_uop_mem_0_32x27;ram_8x64;ram_2x52;ram_2x80;ram_2x73;ram_2x109;ram_sink_2x2;l2_tlb_ram_0_512x45;ram_8x14
